imo,ship_name,mmsi,call_sign,consumption_value_1,consumption_speed_1,consumption_value_2,consumption_speed_2
9430947,WILSON NORTH,259034000,LANA8,12,12.5,NA,NA
9565479,RUI GAO REN HE,412763160,BLAS4,18,13.4,NA,NA
9432969,STOLT SAKURA,563206500,9V8788,18,13.8,NA,NA
9360348,ZHONG LIAN SHAN TOU,413528620,BQQU,9,10,NA,NA
8308771,ALEXA M,NA,J8B3254,24,13,24,11.5
8903935,SILVER WIND,308814000,C6FG2,38,17,NA,NA
9657727,ZAMIL 301,403603000,HZHT,14.7,8.6,NA,NA
9607526,YU RU,477850800,VRQK8,16,13,NA,NA
9701061,OUTRIDER,636021127,5LCK9,25.5,14.2,NA,NA
9420629,SEA VALIANT,538009850,V7A5252,50,15,NA,NA
8513015,KAGHAN,NA,AQPY,30,13.5,NA,NA
9532563,IDS CAHAYA,533039400,9WIT6,12,10,19,13
9792656,SINOTRANS BANGKOK,477139800,VRQA8,46,19,NA,NA
9890898,EVER CANDID,357420000,3FCI5,49.4,20,NA,NA
9625176,ATLAS SAPPHIRE,671001100,5VFM6,6,8,19,13
9846110,AQUAVITA AIR,538010683,V7A7256,36,14,NA,NA
9334519,MSC ZAINA III,210824000,5BLZ6,93,23,NA,NA
9558402,NORDIC MARITA,219156000,OYDD2,23,13,NA,NA
9264908,JAG VISHNU,419001550,VTHK,54.2,17,NA,NA
8127402,KAMAL XXXXI,NA,NA,16,13,NA,NA
9304174,XI YUAN,636021505,5LEG6,35,14,NA,NA
9490636,GENCO ARDENNES,538002544,V7EN2,29.5,13.5,32,14
9317779,GERHILD,352003787,3E5879,24,14,NA,NA
8611623,CORFU STAR,241924000,SVCX2,14,12.7,NA,NA
9191280,GRIYA BUGIS,NA,YDMS2,5.98,12.05,NA,NA
9157650,HONFU,352004538,3E6827,138,23.7,NA,NA
9800726,CRESCENT RIVER,563079500,9V5805,45.6,14,NA,NA
9820893,PEGASUS ISLAND,431036000,7KIG,39.75,13.75,45.3,14.5
9242443,NOMIKI,352004062,3E7581,30,14.5,NA,NA
9243459,ETANIA,352003264,3E7435,30,14,NA,NA
9516959,BELMAR,256377000,9HA2852,48,15,NA,NA
9739305,STOLT COBALT,636020424,D5ZE5,21,15,NA,NA
9718076,MAERSK TOKYO,566833000,9V5081,24.3,15,NA,NA
9214745,EVANCA,636013195,A8JC4,27,14.5,NA,NA
9369722,ARIES,422035400,EPBV5,34,14,NA,NA
9434539,TOKI ARROW,353325000,3FYU5,36,14,NA,NA
8224482,BUZCADOR,730153259,HKYM3,16,10,NA,NA
9337444,MSC UBERTY VIII,636013689,A8OR4,250,25.6,NA,NA
9114141,LUCIJA,NA,V7FC8,26.5,14,NA,NA
9593218,MARAN COURAGE,241237000,SVBR6,56,14,NA,NA
9532276,HOCHIMINH VOYAGER,440006000,D7CJ,80,22.5,NA,NA
8593297,GLORY LIGHT,352001956,3E2796,8,10,NA,NA
9390721,YUAN CHI,413219090,BOBN9,32,14.5,NA,NA
9526734,SAIKI (1226),NA,NA,28,14,NA,NA
9201750,COMMODORE CLIPPER,308094000,C6QQ3,32,18.8,NA,NA
7509213,C. TAHSIN,NA,TCJT,41,13,NA,NA
9473183,SELINA,538006860,V7SF5,34,14,NA,NA
9086980,XIE HAI CHONG HE,414154000,BPG14,32,14,NA,NA
9408205,FAST KATHY,334913000,HQZR3,39.5,12.5,NA,NA
9374155,AC GLORIOUS,354235000,3ENY8,42,14.1,NA,NA
9304772,XIN CHI WAN,413072000,BPBC,202,25,NA,NA
9173745,CHLOE,NA,NA,41,12.5,64,15
9554171,LUCKY HOPE,352004047,3E5427,23,14,NA,NA
9737917,ANAHITA,563149200,9V7726,15,10,NA,NA
9912244,JULIUS CAESAR,538009643,V7A4990,62.5,14.5,NA,NA
9232034,SEAFAITH,352003380,3E7533,31,14.5,NA,NA
9700861,ZOITSA SIGALA,255915872,CQ2330,29.5,13.75,NA,NA
8512906,MSC ADELE,NA,H3HO,35,17,NA,NA
8002432,JOHN B.,NA,NA,29,11.5,NA,NA
9193587,JEIL CRYSTAL,440247000,D7NL,15.55,13.5,NA,NA
7006314,GLEN FRUIN,NA,CFG6209,22,16,NA,NA
9419539,SCI MUMBAI,419738000,AUTQ,130.1,24.1,NA,NA
7800734,KHALIFA,NA,5NJU,20,12,NA,NA
9088902,KEELUNG,NA,T2RW4,30,16.5,NA,NA
9301823,RIO GRANDE EXPRESS,477696800,VRTZ3,145.3,23.5,NA,NA
8812722,SINO 3,NA,3FBC4,18,13,NA,NA
9764207,KEOYOUNG DREAM 3,440774000,D7YD,8.9,13,NA,NA
9205768,AURIGA,NA,D6FQ9,5,10,10,13
9934670,ASTOR,636021263,5LDB8,31,16,NA,NA
9936549,ECO ORACLE,538009925,V75350,20.9,15,26.3,16
9259393,MSC SOTIRIA III,636021154,5LC02,83.2,22,NA,NA
9590826,CAPE XL,538010483,V7A6104,62,14,68.6,15
7646853,UZEYIR HAJYBEYOV,NA,4JDR,5.3,10.4,NA,NA
7356604,ORDU,NA,D6BC7,38,13,NA,NA
9406520,WINNING ZEPHYR,565648000,9VCH7,52,14,67,15.6
8903260,HUA FEN,NA,3EWN5,50,14,NA,NA
9289477,M SOPHIA,NA,NA,66.5,14.6,NA,NA
9570321,SWISSCO SUNRISE,403786770,HZG4543,6.1,8,NA,NA
8618231,THERESA PELINTUNG,NA,T2HV3,21,14,NA,NA
9727388,ZHEJIANG ZHENGHE ZH820065,NA,NA,29,13.7,NA,NA
9647679,HOS RIVERBEND,367585890,WDG9249,12.1,10,18.9,12
9510527,PAN BONA,355120000,3FFB8,52,14,59,14.9
9009334,MAN O,338893000,WDB7616,10,9.5,15,12
9102071,STOLT CONFIDENCE,319468000,ZCSP3,53.2,16.2,NA,NA
9791913,SUMAQ QUEEN,374593000,3EGP3,29,14,NA,NA
9799214,NEW TREASURE,477372400,VRSX5,70,14,NA,NA
9384318,ELLA,305066000,V2CP3,25,14,NA,NA
9483774,PADMANABH,518998467,E5U4447,6.4,10.5,NA,NA
9235593,KMTC QINGDAO,441702000,DSQT9,97,23,NA,NA
9364978,COTENTIN,228263800,FMLX,96,23,NA,NA
9765366,ITHAKI WARRIOR,241580000,SVCS5,52.8,14.8,NA,NA
9369643,ILK CILAVUZ,434131000,EZKA,10.8,10,17.1,13
9657002,BRAVER,219017205,OUYP2,6.72,25,NA,NA
8201624,MSC IRIS,NA,H3JN,83,20,NA,NA
9582374,HAI BAO,413465450,BYEO,25,13.5,NA,NA
9193290,TOKYO EXPRESS,636093145,5LJE6,135,24,NA,NA
9758624,CHENGXI (CX0806),NA,NA,29,13.7,NA,NA
9598725,PERIDOT,373140000,3EYN6,34,14,NA,NA
9081033,STAR MEGA,NA,V7VB8,52,14.5,NA,NA
9221889,V GEM,352005176,3E8338,33,14,NA,NA
9329459,LEONE FORTUNE,352003023,3E4760,56,14,NA,NA
9592575,REGGEBORG,244810617,PCYE,12.5,10,NA,NA
9595450,EVER LASTING,235093618,2FRK7,210,24.7,NA,NA
9113745,A2B AMBITION,244170750,PDKX,17.5,15.5,NA,NA
9426790,S AENEAS,NA,T8A3218,172,25.2,NA,NA
9220706,XING SHUN 76,352004237,3E7722,30,14,NA,NA
8124876,INFINITE PROSPERITY,NA,3EUI6,28,13.5,NA,NA
9698367,ECO CHIOS,538005496,V7EM5,16.5,14.8,18.5,17.2
9665669,CHRISTA SCHULTE,563479000,9V2332,90.9,21.5,NA,NA
9399521,OCEANIC ENDEAVOUR,257363000,LAGG8,17,16,NA,NA
9722015,GENCO WASP,538005900,V7HZ4,30,13.5,NA,NA
9520900,NAZIA JAHAN,405000217,S2AD4,32.4,14,NA,NA
8501892,ASTRO BADEJO,710999979,PQ5038,9,10,NA,NA
8107036,AVANT GARDE,NA,4RDJ,11,13.9,NA,NA
9116242,ARK PRESTIGE,419559000,AUJQ,14,13.5,NA,NA
9130339,BFP MELODY,NA,D5QA8,36,17.5,NA,NA
9751339,NING YUE HAI,477023200,VRQL5,24.9,14.4,NA,NA
8207563,EL ROHI,657400000,5NQJ,19,12,NA,NA
9330446,SAMAL ISLAND,548538200,DUA3121,5.9,10,NA,NA
9418523,NFE ZERO,345040043,XCCD6,16,11,21,12
8868575,SPSL GAZELLE,NA,NA,6.4,12,NA,NA
9204623,BRISBANE,503380000,VMQ7049,4,12,NA,NA
9351218,TASMAN STRAIT,636092855,D5QU5,62,20,NA,NA
9076399,WINCA,374885000,HPXO,19.8,14.1,NA,NA
9149720,CHUN HUA,374172000,3FHC,24,14,NA,NA
9315202,MAERSK SENTOSA,369246000,WSEP,247.3,25,NA,NA
9259757,DA QING 455,412675000,BUSW,30,14,NA,NA
7913622,DIVO,NA,D6A3596,46.2,14.8,NA,NA
9793820,BANGLAR JOYJATRA,405000240,S2AI5,30,13.5,NA,NA
9134256,DELUXE,NA,T8A3462,150,23.5,NA,NA
9216597,CORNELIA,636019377,D5UF4,23,14.5,NA,NA
8000484,ISLA DE CEDROS,NA,VRXU2,42,14.75,NA,NA
9386378,LESSOW SWAN,219479000,OWML2,11,13,NA,NA
9216729,SHUI SPIRIT,352002643,3E4967,45,19,61,20.5
9788679,ND MARITSA,538008584,V7A2538,28.2,14,NA,NA
9923475,PROTEUS RONG NA,563195500,9V8635,38.3,14.5,NA,NA
7621970,LILY,NA,J8SV4,36,13,NA,NA
9357432,DD VIGILANT,372850000,3EKW,18.5,12.7,NA,NA
9292759,LKEY,352005322,3E8618,35.8,16,NA,NA
9420277,KACEY,538005725,V7GL7,31.3,13.5,NA,NA
9801512,MAKHA BHUM,567589000,HSB7244,46,19,NA,NA
8115227,AMOON,422028200,EPBN4,10,12.5,NA,NA
9730830,RB LEAH,538006430,V7NA8,38.2,14.8,NA,NA
9685774,CELANDINE,232049845,MOEK5,38.1,18.5,NA,NA
9185853,DONG FU SHAN,477057800,VRQW2,22,14.7,NA,NA
9324497,SANMAR SNEHA,419001906,VUBE,31.2,14.4,NA,NA
9214666,STENA FORETELLER,244110544,PHCS,79,22.5,NA,NA
9346378,BERGE ROSA,232006324,MAOU4,52,14,67,15.6
9700160,STELLAR WAY,370945000,3FDC6,60,14,NA,NA
9050668,GLOBAL,NA,T8A2520,33.5,14.5,NA,NA
9979292,METRO BOSPHORUS,256814000,9HA5987,41,14,NA,NA
8803446,PRINCESS NATALIE,NA,P3FB9,28,13.5,NA,NA
8917223,IOSIF SHMELKIN,273449380,UGYL,12,14.6,NA,NA
9161364,PEC 2410,525016309,YDA6139,6,11,NA,NA
9165346,TULJA BHAVANI,352325000,3FEJ8,93,15.3,NA,NA
8623884,ST. ANNA,NA,A8JY6,33,13,NA,NA
9492323,THE PROSPECTOR,538005016,V7AK6,17.9,13.1,NA,NA
9738624,QINGDAO YANGFAN (206K-6),NA,NA,65,14.8,NA,NA
9303144,IKARIA,352002664,3E4986,22.5,12,35,14
9145994,CONFIDENCE OCEAN,NA,3FQL6,28.5,14,NA,NA
8023943,WEN ZHOU HAI,NA,BOXQ,29.5,12.5,NA,NA
9046124,EMPRESS PHOENIX,NA,3FPA3,128,23.5,NA,NA
9533397,MAWFORD,NA,T8A2988,10.8,10,17.1,13
9804588,ROYAL BLISS,563029800,9V5237,37.5,14,NA,NA
9512757,ANDIAMO,538008272,V7A2175,27,15.1,NA,NA
8307519,ALAMAYN,NA,3FKA6,28,13,NA,NA
9159098,CTP GOLDEN,525015706,PNLU,25,17.3,NA,NA
9301299,HISTRIA CORAL,256105000,9HLB8,27.3,14,NA,NA
9298698,MAERSK OHIO,367775000,KABP,168,24,NA,NA
9371684,GASCHEM CARIBIC,636091878,A8UB4,26.5,15.4,NA,NA
9881380,FERMITA,257620000,LAKO8,25,14.5,NA,NA
9496214,GRANDE ISLAND,477302100,VRSN2,46.5,13.5,47,14.5
9371165,HUMMINGBIRD,636018460,D5PU2,11,13.3,NA,NA
9675262,VOLOS,241652000,SVDE4,31,13.4,NA,NA
9314911,RIO GRANDE,564606000,9V9283,30,14.5,NA,NA
9162277,MSC SKY II,636016574,A8IQ2,41.5,19,50.7,20
8507523,MIGHTY,NA,VVKY,2.6,10,3.2,12
7525669,SKIATHOS,NA,NA,23,14,53,13
9200574,LADY SPERANZA,630001013,J5AB6,16,13,NA,NA
9343302,SHENG AN YANG,414531000,BORI6,35,14,37.5,14.5
9075606,KASHANI 4,422019000,NA,4.8,9,NA,NA
9609330,CYCLADIC SPIRE,255915805,CQ2263,24,14,NA,NA
8803410,MSC CLAUDIA,NA,D5LL3,115,21.5,NA,NA
9275103,SC MEDFORD,636020667,5LAC8,46,19,NA,NA
9593787,ZHENG KAI,373515000,3FGV,36,14,NA,NA
8115148,ELLISPONTOS,NA,A8JF2,29,13.5,NA,NA
9436214,SAMSKIP INNOVATOR,209361000,5BEX3,33,18,NA,NA
8114455,BOGASARI LIMA,NA,PMTW,28,13,NA,NA
9406922,PACIFIC TRADER,210749000,5BPJ3,38.5,19,NA,NA
9433339,UTE,304612000,V2HE7,9.9,12,NA,NA
9332884,CMA CGM GEORGE SAND,256311000,9HA5792,226.6,26,NA,NA
9500716,SEEB,538004632,V7YD4,66.5,14.6,NA,NA
9572264,SEBAROK SPIRIT,311000465,C6CG5,49,14.5,NA,NA
9350733,SC GUOJI,477581500,VRCH2,17.6,13.4,NA,NA
9696852,VECCO,311001022,C6EW7,23,13,NA,NA
9696929,CAMPOS TIDE,636024965,5LVD6,12.6,12,NA,NA
9125279,NORMAN,636022697,5LKA7,21,14,NA,NA
9087972,DISTYA,NA,V4TM3,62,15.1,NA,NA
9815226,ORE NINGBO,477269900,VRRL9,79.5,14.5,NA,NA
9653795,CARAVOS LIBERTY,538004998,V7AH7,29.5,13.75,NA,NA
9683685,VL PRIME,636023889,5LPX7,72,13,NA,NA
9516258,KOURION,256862000,9HA6005,32.63,14.9,NA,NA
9095723,BREAKTHROUGH,NA,5NRI,7.5,12,NA,NA
9675042,GLORY CHALLENGER,563632000,9V6061,15,13.4,NA,NA
9395446,MURAT ILHAN,271048519,TCA6275,13,12,16,13
9878890,APOLLO VOYAGER,311000902,C6EI3,33,13,52,14.5
9909998,RUTH,636020608,D5ZY9,28,13,NA,NA
9584554,STRIL ORION,259977000,3YUU,12,13,17,15
9281009,KAI FU,352005201,3E8355,50,14.7,NA,NA
9740574,HIGH WIND,636017621,D5LX8,24.3,15,NA,NA
1020459,JIANGMEN NANYANG 218,NA,NA,16.7,13.5,NA,NA
9261451,PORTO KAGIO,636020868,5LBC6,205,24,NA,NA
9227211,EAST WIND II,626025000,TRA026,6.5,10,NA,NA
9712618,CENTURIUS,538006206,V7KT7,14,12.5,18.5,13.5
9980150,KAWASAKI SAKAIDE 1764,NA,NA,61,16,NA,NA
9881354,CHEM HANA,353273000,HO5909,6.57,12.6,NA,NA
9699323,DUBLIN EAGLE,538008631,V7A2598,24.9,14.4,NA,NA
9897597,LOTUS BLOSSOM,352986187,3E3930,29,14.5,NA,NA
9887970,MAANDHOO STAR,455440000,8QLO,1,10,NA,NA
9784142,EVER BEING,416037000,BKLO,90,21.8,NA,NA
9429261,ELBSUN,255806370,CQEF7,37,18,NA,NA
9006368,RUSADER,351053000,3EQR3,6,10,NA,NA
9633070,JOZEN,356544000,3FJY4,42,14,NA,NA
9319557,PROS HOPE,352003652,3E4776,38.5,19,NA,NA
9053115,VALDIV,NA,D6HX2,40,14.5,NA,NA
9667942,ARDMORE ENDEAVOUR,538005761,V7GT7,35,14.5,NA,NA
9430129,JANET C,255915829,CQ2287,20,14,NA,NA
9842360,ZHONG GU DI ZHONG HAI,413228080,BOEZ2,23,19,NA,NA
9252955,BRIONT,352002147,3E3821,37.64,14.9,NA,NA
9870159,LNG ADVENTURE,228391700,FMMI,105,19.5,NA,NA
9500936,BUKHA,538004651,V7YF9,65,14,90,15.5
1019840,XH DEEP COVER,563236100,9VA015,25.1,14.2,NA,NA
9552240,BRIDGEWATER 63,533130184,9WNG7,9,10,16.2,13
9381342,RAFFLES PRIDE,352001331,3E4061,17.6,13.4,NA,NA
9595981,GULLWING,229281000,9HA3199,16.5,12,28,14
8913899,SARFAQ ITTUK,331037000,OWDD,3.7,13.5,NA,NA
9342695,AS CALIFORNIA,255806116,CQAA2,97,23,NA,NA
9863297,HMM ALGECIRAS,440326000,D7JI,202.3,22.4,NA,NA
9113161,JJ NAGOYA,477800200,VRAL7,33,17,NA,NA
9713167,BERGE HAKODATE,235110509,2IKK4,24,14,NA,NA
9209257,TENJIN MARU NO. 10,431601935,JM6635,5.5,13.5,NA,NA
9441207,MINDORO STAR,538003490,V7RE6,47.6,14.7,NA,NA
9625970,ANASTASIA,373300000,3EZX,41,14,NA,NA
9356737,ZEUGMA SEAWAYS,271002572,TCTD2,61,21.5,NA,NA
8771497,UMM SHAIF,470927000,A6E2537,3.8,7,NA,NA
1042330,NANTONG XIANGYU XY150,NA,NA,20.47,13.4,NA,NA
8200486,SENECA,NA,9HYC7,23,13,NA,NA
9387621,ADELHEID BR,636024718,5LTY6,6.7,8.5,NA,NA
8023840,TRITON CRUSADER,367346050,WDE3923,8,10,NA,NA
9308792,LAKE KIVU,636015993,D5DX4,36.2,17,54,20
9553414,MORHOLMEN,538009993,V7A5436,20,14,NA,NA
9660633,FE MAGICIAN,NA,3E6927,32.5,12.5,NA,NA
9923401,PROTEUS HARVONNE,563162200,9V8154,38.3,14.5,NA,NA
9333278,CHALLENGE PRELUDE,477858900,VRQC9,27,15.1,NA,NA
9174426,ASIAN GLORY,NA,3FWD5,14,12.5,NA,NA
9715660,EDDA FREYA,258712000,LKRV3,27,13,46,15.5
8217740,GEMA 1,NA,HP7701,8,10,NA,NA
9645281,HUA RUN DIAN LI 5,413396770,BPXN,27,14,NA,NA
9299496,PHOENIX AN,229357000,9HA3264,33,14.2,NA,NA
9599145,KATAGALAN WISDOM III,373365000,HOXS,44.4,15,NA,NA
9575565,SONANGOL HUILA,311066400,C6ZB9,53.5,15.5,NA,NA
9302970,SAGAR 1,352002786,3E5077,44,15,NA,NA
9703239,MARAN VENTURE,241429000,SVCJ4,52,14,NA,NA
9859777,WINNING WORLD,563099400,9V6209,65,14.8,NA,NA
9221334,ARCTURUS,636016322,D5FN9,34,14,NA,NA
9109354,MORJAN,341144002,V4TF6,27,14,NA,NA
8869335,DON CANDIDA,NA,3CAL,15.6,15,NA,NA
9327009,FAIR WINDS,538009517,V7A4838,34.7,12,47.6,14.7
8028735,CHANG HANG JIANG YANG,NA,BUVT,27,13.5,NA,NA
9656084,PUERTO ROSARIO,356493000,H8AI,24.9,14.4,NA,NA
9128154,AGORA,630001132,J5AP4,23,14,NA,NA
9385609,GIBE,624014000,ETGB,30,15,NA,NA
9792046,LANCING,311000766,C6DR9,44.6,14,NA,NA
9710543,C FORCE,538006220,V7KR8,30,14,NA,NA
9186716,HAI HENG,NA,NA,14,14,NA,NA
9745172,SHEN HUA 536,412197000,BRMU,31,14,NA,NA
8103951,SEA STAR 8,NA,3EZI8,34,13.5,NA,NA
9507049,BRAVEHEART SPIRIT,244367000,PEJO,16,12.5,NA,NA
8026074,XIN JIN ZHOU,NA,BPAM,60,18,NA,NA
9192777,CLOVER PRIDE,NA,3FFK7,28,14,NA,NA
9400875,STAR GATE,268245602,T7BQ5,26.3,13.2,NA,NA
9224350,OCEAN BREEZE I,351702000,HPYS,27,16.5,NA,NA
9566978,ACHIEVEMENT,209788000,5BHN6,52,14,59,14.9
8902802,VASOS,NA,D5EO6,43,13.8,NA,NA
9237151,MSC DONATA,372491000,3EOS8,155,24.5,NA,NA
7822184,RIMAR,450610000,ODRN,25,16,NA,NA
9008512,PG GAS PIONEER,249050000,9HIZ9,12,14,NA,NA
9211597,BEI LUN HAI 17,414407000,BTJG3,34,14,NA,NA
9127801,SIRIUS I,NA,5VEG5,68,21.5,NA,NA
9179581,HYUNDAI AQUAPIA,538009541,V7A4867,216.4,18.3,NA,NA
9364227,PVT HERA,574003890,XVCB7,44.6,14,NA,NA
9694098,MP DYNAMIC,533180148,9WNJ5,7.5,10,NA,NA
8024272,PANAMAX PEPPOU,NA,HOBO,27.5,14,NA,NA
9074987,RITIKA,NA,D6IM3,42.5,14.5,NA,NA
9329813,PRIDE OF YASNA,405000347,S2BP8,30,14,NA,NA
9629055,EVER LUCID,416509000,BKIY,210,24.7,NA,NA
9727182,LOWLANDS HOPE,563012500,9V5326,26,14,31.5,14.5
9411939,MINERVA MARINA,215777000,9HA5280,70,15.7,NA,NA
9824875,LT BERYL,563037800,9V5432,8,12.1,NA,NA
9332212,NARA I,373238000,3FCM6,35,14,NA,NA
9224271,NICHOLA,NA,NA,60,15,NA,NA
9301055,NEW HARMONY 8,352690000,3EGL6,35.5,14,NA,NA
9464314,GULF BARAKAH,538010770,V7A7400,130.1,24.1,NA,NA
9760471,JUBILANT DEVOTION,374653000,3FJO6,50.6,14.5,NA,NA
9539640,AMS LEADER,671352100,5VIN2,9.9,10,16.2,12
7617204,RIA,NA,T2VH3,36,12,NA,NA
9238492,VENIZ,677077600,5IM876,2.1,11,NA,NA
9469431,ZHONG HAI CHANG YUN 2,413692000,BPQT,34,14,NA,NA
9382750,MINERVA GLORIA,215307000,9HA5052,49,15,NA,NA
9792008,SOUTHERN PUMA,636017741,D5MM9,28,14.5,NA,NA
9450193,BLUE GIULIA,210756000,5BLP6,20.4,24,26.5,26
8820729,SAPAI,NA,3EHE7,18,13,NA,NA
9614086,HUA LIN WAN,414741000,BPGQ,45,14.5,NA,NA
9457737,YM MOBILITY,636014997,A8XY6,232,25.3,NA,NA
9766932,GREAT ZHOU,352001327,3E4057,26.2,13.75,NA,NA
9076246,FRIO POSEIDON,273296490,UBZW7,20,15,NA,NA
9229087,ASG PORTOFINO,511101258,T8A4548,12.5,12,NA,NA
8819940,MARATHONAS,NA,3EIM5,167.6,24.25,NA,NA
9275397,MSC MANYA,636015233,A8ZK7,92,21.5,NA,NA
9629574,SEAFRIEND,229407000,9HA3308,45,14.5,NA,NA
9495040,HAKATA SEOUL,356575000,3FOE7,240,24.5,NA,NA
9796286,KHUNA BHUM,567574000,HSB6677,46,19,NA,NA
9622318,KOTA LEMBAH,566858000,9V7665,103.6,22.5,NA,NA
9134658,SOL STRAITS,NA,3FFT4,54,19.6,NA,NA
9870006,EVER CHEER,352866000,3ETC7,26.9,18.5,41.5,19.9
9817626,PRIMEWAY,636019117,D5SZ9,37,13.5,45.8,14.5
9243605,ZHONG HANG SHENG,414288000,BVAG7,85,21.5,NA,NA
9525584,KEY EAST,229015000,9HA2992,11,12,NA,NA
9394624,BOURBON LIBERTY 221,228062600,FIST,16,12,22,13.5
8618293,MSC VERONIQUE,NA,3EYX,167.6,24.25,NA,NA
9579444,MING LIAN,413216120,BOAS5,25,13.5,NA,NA
9842920,LEONA,319261800,ZGPR2,5,12,NA,NA
8103236,STEEL ANDRONIKOS,NA,J8B4533,25,13,NA,NA
9715799,ALIKI PERROTIS,538009113,V7A4335,30,14.5,NA,NA
9316701,PROGRESS V,NA,NA,99,15.5,NA,NA
9419333,GF ITAIPU,755999991,ZP00,8,11,NA,NA
9407873,XIN AN YUAN,412347000,BOCB5,29.5,14,NA,NA
9289154,BURGOS,345030065,XCKI8,30,15,NA,NA
9067180,CHITOSE MARU,NA,5IM370,4.8,10,NA,NA
9689562,TANIA,636092705,D5LF5,23.3,13.5,25.5,14
9288021,ADELE,477128500,VRWQ4,33,14.5,NA,NA
9559597,KJ 05,NA,YDA6264,5.5,9,NA,NA
9612064,SAMJOHN DREAM,538007338,V7KF3,73,15.4,NA,NA
9493298,WAN HAI 101,416075000,BHKC,38,19,NA,NA
9768928,PAN GRACE,440023000,D7CN,28.5,13.8,NA,NA
8613322,MSC MANU,NA,3FFQ2,167.6,24.25,NA,NA
9675779,SANTA MARIA,564118000,9V2430,30,14.5,NA,NA
9712371,SITC HEBEI,477301900,VROF4,59.7,20,NA,NA
9160798,SAGA BEIJA-FLOR,311001603,C6HY6,32,14,NA,NA
9252864,MARINA,304461000,V2CO4,24,17,NA,NA
9305180,PATALYA,636024408,5LSL4,16.5,14,NA,NA
9824734,JINHAI (J0324),NA,NA,52.8,14.5,NA,NA
8702446,PETAR HEKTOROVIC,238160000,9A6551,15,15.7,NA,NA
9907794,JACQUES,357102000,3EOU4,11,13.5,NA,NA
9085601,DAMAI SEJAHTERA II,NA,POMY,29,17,NA,NA
9303405,WB PROSPECT,352978206,3E2436,10.5,12.5,NA,NA
9133692,TITAN ONE,NA,NA,4.1,9.5,NA,NA
9132909,WAN HAI 162,NA,BLBZ,35,17.6,NA,NA
9456757,MAERSK EDINBURGH,219033000,OXLT2,274.9,24.7,NA,NA
9103398,ENIGMA,636024604,A8FW3,18,14.5,NA,NA
9695298,HEUNG-A YOUNG,440965000,D7GH,24.8,18,NA,NA
8100997,ERAWAN,NA,MVGY5,29,13,NA,NA
8912314,XIN,NA,V4XH4,26.5,13.5,NA,NA
8902656,HANGANG ELITE,NA,A8IA7,57.5,12.5,NA,NA
9018426,MARLIN NATUNA,525017099,PNRP,26,14.5,NA,NA
9399038,MSC BETTINA,352361000,HPFG,240,24.1,NA,NA
9696553,STI ACTON,538005405,V7DN6,30,14.5,NA,NA
9282792,CLYDE NOBLE,511100866,T8A4080,50,15.2,NA,NA
9678824,MARLENE OLDENDORFF,636016351,D5FS8,52.8,14.8,NA,NA
1061520,JNS FRIENDSHIP,477123900,VRWN5,16.7,13.5,NA,NA
9870800,MARAN MIRA,241854000,SVDT6,53,13,NA,NA
9444429,NACC COZUMEL,525119192,YDJB2,20,13.8,NA,NA
9554042,ASL ILEANA,636021970,5LGO7,34,14,NA,NA
9286023,NEXT,630001114,J5AN4,36,14.5,NA,NA
9005869,ANATOLIAN,NA,NA,16.8,15.5,NA,NA
8619924,VENUS,238456784,9A2475,9,13.8,NA,NA
9283605,ASIAN KATRA,352001274,3E4020,15,14,NA,NA
7347639,ALE,265348000,SBPQ,3.2,8,7.4,12
9747613,GEIYO K,538006748,V7QW4,31.3,13.5,NA,NA
9454761,ATLANTIC KLIPPER,636023858,5LPT7,55.5,21.5,NA,NA
8318295,TAI KANG HAI,NA,BONI,28,13,NA,NA
9353670,AUZONIA,636019276,D5TT5,32.5,14,NA,NA
9342815,NEW BONANZA,371868000,3EDA9,35,14,37,14.3
9297369,URSUS ARCTOS,636022405,5LIP9,51.8,14.6,NA,NA
8201430,OREL,NA,NA,9.5,10,20.5,14.5
9696589,STI POPLAR,538005408,V7DO8,30,14.5,NA,NA
9373527,WILSON PALDISKI,257538000,LAJX8,8,10.5,NA,NA
9310056,XIN NAN SHA,413147000,BPBT,133,24.5,NA,NA
9757022,AQUAPISCES,636020122,D5XT9,25,14.5,NA,NA
9838888,MERATUS WAINGAPU,525125014,YCRS2,20,13,NA,NA
9817884,CNC VENUS,248966000,9HA4890,51.5,18.5,NA,NA
9191814,PITHEAS,213592000,4LYC2,15,13.5,NA,NA
9203124,TIANSHUNHAI,NA,H3KQ,55,14.5,57,15
9055113,LUIZ,NA,NA,28,14,NA,NA
9889265,FRIEDRICH OLDENDORFF,374052000,3FPT7,56.5,14,NA,NA
8421119,THE BENEFACTOR,NA,HOLM,31.5,14,NA,NA
9787027,EVER BLOOM,416035000,BKLM,90,21.8,NA,NA
8102402,FORTUNE CARRIER,NA,DSOK8,40,14,34,13
9035797,FU YUAN,NA,VRHH3,52,13.5,NA,NA
9734109,PHOENIX VANTAGE,563171200,9V8372,47.8,13,NA,NA
9493987,MOONBEAM,636092952,D5WW2,32.4,14,NA,NA
9599066,LOCH LONG,352582000,3FCW,33.7,13.7,35.5,14
9003108,PANAMAX TRADER,NA,H3IL,33,14.5,NA,NA
9166455,BERGFJORD,246483000,PEBS,6,10,NA,NA
7605861,CHEKA 1,NA,NA,5,10,NA,NA
